signatureID	PROBE	ID_geneid	Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
GDS_5917	NA	81	ACTN4	0.0121318	0.91962245539808
GDS_5917	NA	86	ACTL6A	0.116637	0.0406002032493237
GDS_5917	NA	87	ACTN1	0.182441	0.352130612228917
GDS_5917	NA	88	ACTN2	-0.338443	0.254260850765959
GDS_5917	NA	89	ACTN3	-0.197716	0.402187777133208
GDS_5917	NA	90	ACVR1	0.260248	0.000551568465842011
GDS_5917	NA	91	ACVR1B	0.041718	0.200304019439679
GDS_5917	NA	92	ACVR2A	-0.0228616	0.690140144384729
GDS_5917	NA	93	ACVR2B	-0.092388	0.178996387988076
GDS_5917	NA	94	ACVRL1	-0.0372959	0.552186750837608
GDS_5917	NA	95	ACY1	0.163976	0.536618536925103
GDS_5917	NA	97	ACYP1	0.00970625	0.868048673130861
GDS_5917	NA	98	ACYP2	-0.0780181	0.648288293393495
GDS_5917	NA	100	ADA	-0.0627256	0.392808226659992
GDS_5917	NA	101	ADAM8	-0.182527	0.0416491774653247
GDS_5917	NA	102	ADAM10	0.246252	0.0417960290146888
GDS_5917	NA	103	ADAR	0.294144	0.0214582392522887
GDS_5917	NA	104	ADARB1	-0.130532	0.166222075638569
GDS_5917	NA	105	ADARB2	-0.119007	0.0913242209479709
GDS_5917	NA	107	ADCY1	-0.193883	0.0297811331797931
GDS_5917	NA	108	ADCY2	-0.220976	0.0899885733482191
GDS_5917	NA	109	ADCY3	-0.194584	0.00911816864423759
GDS_5917	NA	112	ADCY6	0.00539742	0.925037697516229
GDS_5917	NA	113	ADCY7	0.0510809	0.302810252830276
GDS_5917	NA	114	ADCY8	-0.327663	0.000233592148294874
GDS_5917	NA	115	ADCY9	-0.0554989	0.328565992267399
GDS_5917	NA	116	ADCYAP1	-0.14293	0.00290678266385959
GDS_5917	NA	117	ADCYAP1R1	-0.0853468	0.0745430957487685
GDS_5917	NA	118	ADD1	0.0159697	0.43825581407137
GDS_5917	NA	119	ADD2	-0.205102	0.0158237613001591
GDS_5917	NA	120	ADD3	0.787857	0.000276196001450855
GDS_5917	NA	123	PLIN2	0.0231246	0.275584192302198
GDS_5917	NA	124	ADH1A	-0.1047	0.0657400059710594
GDS_5917	NA	125	ADH1B	0.356125	0.230788538133761
GDS_5917	NA	126	ADH1C	0.161754	0.176570417794736
GDS_5917	NA	128	ADH5	0.459304	0.00523807397504756
GDS_5917	NA	130	ADH6	0.260543	0.28657480330809
GDS_5917	NA	131	ADH7	-0.148154	0.00482439982659578
GDS_5917	NA	132	ADK	0.249675	0.117674443447599
GDS_5917	NA	133	ADM	0.0427154	0.74055558220367
GDS_5917	NA	134	ADORA1	-0.201692	0.0400629490645291
GDS_5917	NA	135	ADORA2A	-0.0808246	0.114787727071482
GDS_5917	NA	136	ADORA2B	-0.158174	0.0228923382800562
GDS_5917	NA	140	ADORA3	-0.0543409	0.414364465162607
GDS_5917	NA	141	ADPRH	-0.165546	0.0489369947948091
GDS_5917	NA	142	PARP1	0.174578	0.0490128794654602
GDS_5917	NA	143	PARP4	0.364812	0.00310652689721582
GDS_5917	NA	146	ADRA1D	-0.203743	0.0141333574817262
GDS_5917	NA	147	ADRA1B	-0.0992284	0.0690544952677557
GDS_5917	NA	148	ADRA1A	-0.141826	0.142102315517797
GDS_5917	NA	150	ADRA2A	-0.0181573	0.757212064033953
GDS_5917	NA	151	ADRA2B	-0.22955	0.00216148019923255
GDS_5917	NA	152	ADRA2C	-0.274737	0.00150562942437904
GDS_5917	NA	153	ADRB1	-0.142833	0.0371367276915212
GDS_5917	NA	154	ADRB2	-0.0226639	0.730734168505677
GDS_5917	NA	155	ADRB3	-0.255518	0.00100716492441676
GDS_5917	NA	156	ADRBK1	-0.209621	0.112373349368992
GDS_5917	NA	157	ADRBK2	-0.0775701	0.111198417340196
GDS_5917	NA	158	ADSL	0.160348	0.313056017200983
GDS_5917	NA	159	ADSS	0.417555	0.000554697304013734
GDS_5917	NA	161	AP2A2	-0.00441292	0.222324479962187
GDS_5917	NA	162	AP1B1	-0.262211	0.0029876825796244
GDS_5917	NA	163	AP2B1	0.351331	0.00418732061110166
GDS_5917	NA	164	AP1G1	0.0339274	0.667121524684122
GDS_5917	NA	165	AEBP1	-0.179766	0.0472177122756618
GDS_5917	NA	166	AES	-0.0141236	0.841509974583358
GDS_5917	NA	167	CRISP1	-0.127364	0.0235722875695235
GDS_5917	NA	173	AFM	0.45096	0.0470920178311638
GDS_5917	NA	174	AFP	-0.0711973	0.303643016096329
GDS_5917	NA	175	AGA	0.338401	0.0233836639264474
GDS_5917	NA	176	ACAN	-0.234127	0.00390506491657814
GDS_5917	NA	177	AGER	-0.187468	0.0219957906698406
GDS_5917	NA	178	AGL	0.194762	0.349359564312177
GDS_5917	NA	181	AGRP	-0.144506	0.0296062079939297
GDS_5917	NA	182	JAG1	0.21426	0.0571338626767905
GDS_5917	NA	183	AGT	0.151245	0.47113283375759
GDS_5917	NA	185	AGTR1	0.0761346	0.485158072840691
GDS_5917	NA	186	AGTR2	-0.121367	0.0352774502338081
GDS_5917	NA	187	APLNR	-0.168336	0.0608249056958051
GDS_5917	NA	189	AGXT	-0.0640648	0.518197111771699
GDS_5917	NA	190	NR0B1	-0.173526	0.00239472777779276
GDS_5917	NA	191	AHCY	0.241767	0.215978855260226
GDS_5917	NA	196	AHR	0.190689	0.0169155750835367
GDS_5917	NA	197	AHSG	-0.20772	0.000170624889569118
GDS_5917	NA	199	AIF1	0.11267	0.184785051743196
GDS_5917	NA	202	AIM1	0.405211	0.00387317286057596
GDS_5917	NA	203	AK1	-0.34886	0.0182913942237054
GDS_5917	NA	204	AK2	0.135346	0.306435879263717
GDS_5917	NA	205	AK4	0.396326	0.109700722572605
GDS_5917	NA	207	AKT1	0.082451	0.2750585772352
GDS_5917	NA	208	AKT2	-0.141792	0.243480869224333
GDS_5917	NA	210	ALAD	0.257654	0.0412929399950104
GDS_5917	NA	211	ALAS1	0.239718	0.039813019983907
GDS_5917	NA	212	ALAS2	-0.163188	0.0135794769608493
GDS_5917	NA	213	ALB	0.567931	0.0122776215778833
GDS_5917	NA	214	ALCAM	0.190564	0.148070593217114
GDS_5917	NA	215	ABCD1	-0.166075	0.0751162435681017
GDS_5917	NA	216	ALDH1A1	0.725517	0.0047213663115015
GDS_5917	NA	217	ALDH2	0.256411	0.0784560680964528
GDS_5917	NA	218	ALDH3A1	-0.210996	0.00221714284795435
GDS_5917	NA	219	ALDH1B1	-0.00307341	0.00236657790268433
GDS_5917	NA	220	ALDH1A3	-0.01125	0.914859495791128
GDS_5917	NA	221	ALDH3B1	-0.102512	0.237096879989772
GDS_5917	NA	222	ALDH3B2	-0.112743	0.0235998496144155
GDS_5917	NA	223	ALDH9A1	0.387494	0.000229489725415867
GDS_5917	NA	224	ALDH3A2	0.448698	0.00798329998857767
GDS_5917	NA	225	ABCD2	-0.0308203	0.396375166952341
GDS_5917	NA	226	ALDOA	-0.20544	0.122074896786699
GDS_5917	NA	228	ALDOAP2	-0.158714	0.0149436117659786
GDS_5917	NA	229	ALDOB	0.15132	0.354074742317609
GDS_5917	NA	230	ALDOC	-0.0663509	0.196267227719927
GDS_5917	NA	231	AKR1B1	-0.10767	0.735827961291658
GDS_5917	NA	238	ALK	-0.120407	0.0680862633515951
GDS_5917	NA	239	ALOX12	-0.190839	0.00269992986049846
GDS_5917	NA	240	ALOX5	-0.0908923	0.26234930619174
GDS_5917	NA	241	ALOX5AP	0.163373	0.197438724369734
GDS_5917	NA	242	ALOX12B	-0.177837	0.0171681370042614
GDS_5917	NA	244	ANXA8L2	-0.254065	0.00307620913770705
GDS_5917	NA	245	ALOX12P2	-0.125481	0.0951121823627264
GDS_5917	NA	246	ALOX15	-0.118526	0.020234412474253
GDS_5917	NA	247	ALOX15B	-0.125619	0.167487306092655
GDS_5917	NA	248	ALPI	-0.160416	0.0399972296204988
GDS_5917	NA	249	ALPL	0.0817345	0.618460099070442
GDS_5917	NA	250	ALPP	-0.272098	0.0124297171965877
GDS_5917	NA	251	ALPPL2	-0.158506	0.0291248758450294
GDS_5917	NA	257	ALX3	-0.16759	0.00204784060275896
GDS_5917	NA	258	AMBN	-0.182267	0.10184889431393
GDS_5917	NA	259	AMBP	-0.163697	0.0450293501197177
GDS_5917	NA	262	AMD1	0.378016	0.0365783639437419
GDS_5917	NA	265	AMELX	-0.0978048	0.0193397445841449
GDS_5917	NA	266	AMELY	-0.152588	0.0120781848692347
GDS_5917	NA	267	AMFR	0.0648367	0.601519438854363
GDS_5917	NA	268	AMH	-0.138606	0.0745908505201889
GDS_5917	NA	269	AMHR2	-0.238369	0.0116953084818801
GDS_5917	NA	270	AMPD1	-0.464588	0.117789153604692
GDS_5917	NA	271	AMPD2	-0.0255077	0.654103847000417
GDS_5917	NA	272	AMPD3	-0.135204	0.120710638317491
GDS_5917	NA	273	AMPH	-0.0664215	0.338673535999121
GDS_5917	NA	274	BIN1	-0.163635	0.401233411584697
GDS_5917	NA	275	AMT	0.0566338	0.52951172701643
GDS_5917	NA	276	AMY1A	-0.0604698	0.415696981459536
GDS_5917	NA	283	ANG	0.0677517	0.495339694363186
GDS_5917	NA	284	ANGPT1	0.235463	0.46817187437743
GDS_5917	NA	285	ANGPT2	-0.0796209	0.418364601026356
GDS_5917	NA	286	ANK1	-0.300511	0.052471736314151
GDS_5917	NA	287	ANK2	0.248888	0.0615579259825884
GDS_5917	NA	288	ANK3	0.308867	0.0182144995789087
GDS_5917	NA	290	ANPEP	0.155618	0.477373431007666
GDS_5917	NA	291	SLC25A4	0.0843411	0.559433984268723
GDS_5917	NA	292	SLC25A5	0.197433	0.171105594435226
GDS_5917	NA	293	SLC25A6	0.174372	0.272084144962615
GDS_5917	NA	301	ANXA1	0.523097	0.0361568094474114
GDS_5917	NA	302	ANXA2	0.297006	0.0722648287732957
GDS_5917	NA	303	ANXA2P1	-0.261746	0.000160098081125671
GDS_5917	NA	304	ANXA2P2	0.0999829	0.381835543009573
GDS_5917	NA	305	ANXA2P3	-0.0747577	0.0995538669819398
GDS_5917	NA	306	ANXA3	0.343433	0.0019142503029245
GDS_5917	NA	307	ANXA4	0.740614	0.0000598667881015096
GDS_5917	NA	308	ANXA5	0.450572	0.00761257751301149
GDS_5917	NA	309	ANXA6	0.0831883	0.474202459903975
GDS_5917	NA	310	ANXA7	0.365398	0.00960179985655279
GDS_5917	NA	311	ANXA11	0.0803665	0.524539983124365
GDS_5917	NA	312	ANXA13	-0.0721926	0.580686487387462
GDS_5917	NA	313	AOAH	-0.0416009	0.616376789688218
GDS_5917	NA	314	AOC2	-0.00618914	0.908242977543557
GDS_5917	NA	316	AOX1	0.501338	0.0338087329756083
GDS_5917	NA	317	APAF1	-0.140356	0.0401876842936353
GDS_5917	NA	318	NUDT2	-0.0595011	0.383182159571815
GDS_5917	NA	319	APOF	-0.064361	0.0664329852283335
GDS_5917	NA	320	APBA1	-0.116181	0.0669345359811657
GDS_5917	NA	321	APBA2	-0.166939	0.0210927151966573
GDS_5917	NA	322	APBB1	-0.225921	0.00222800445566084
GDS_5917	NA	323	APBB2	-0.219414	0.0162693389414832
GDS_5917	NA	324	APC	-0.0162785	0.178896574289477
GDS_5917	NA	325	APCS	-0.138353	0.0446977294968624
GDS_5917	NA	326	AIRE	-0.226	0.00839425780902947
GDS_5917	NA	327	APEH	0.194278	0.0393687968573581
GDS_5917	NA	328	APEX1	0.308217	0.00648608757050573
GDS_5917	NA	329	BIRC2	0.199845	0.0223879744061351
GDS_5917	NA	330	BIRC3	0.124777	0.11280515668315
GDS_5917	NA	331	XIAP	-0.0806771	0.402079715027789
GDS_5917	NA	332	BIRC5	-0.130412	0.135720543202163
GDS_5917	NA	333	APLP1	-0.246308	0.0022651207453778
GDS_5917	NA	334	APLP2	0.535615	0.0496099211924915
GDS_5917	NA	335	APOA1	-0.144044	0.125090034110774
GDS_5917	NA	336	APOA2	-0.096425	0.0977323770635004
GDS_5917	NA	337	APOA4	-0.190171	0.00082669690460845
GDS_5917	NA	338	APOB	-0.198783	0.00863713981934447
GDS_5917	NA	339	APOBEC1	-0.104332	0.0695418176091876
GDS_5917	NA	341	APOC1	-0.0305249	0.811731562974781
GDS_5917	NA	343	AQP8	-0.26386	0.00208683238261985
GDS_5917	NA	344	APOC2	-0.0125882	0.909775239146175
GDS_5917	NA	345	APOC3	-0.111599	0.432760317457635
GDS_5917	NA	346	APOC4	-0.245116	0.00276246177897922
GDS_5917	NA	347	APOD	-0.131966	0.473819674654833
GDS_5917	NA	348	APOE	0.00238636	0.296640087439777
GDS_5917	NA	350	APOH	0.3708	0.0690339459728499
GDS_5917	NA	351	APP	0.422455	0.122270281706196
GDS_5917	NA	353	APRT	0.0707396	0.501863075666039
GDS_5917	NA	354	KLK3	-0.168391	0.0106130314842325
GDS_5917	NA	355	FAS	0.264582	0.064083030920718
GDS_5917	NA	356	FASLG	-0.0962456	0.1644926357008
GDS_5917	NA	357	SHROOM2	0.0755336	0.293833828785787
GDS_5917	NA	358	AQP1	0.177919	0.334470824780932
GDS_5917	NA	359	AQP2	0.216936	0.339678922178242
GDS_5917	NA	360	AQP3	0.244315	0.185666893970425
GDS_5917	NA	361	AQP4	-0.0814748	0.35198021103739
GDS_5917	NA	362	AQP5	-0.277468	0.00574988230158332
GDS_5917	NA	363	AQP6	-0.182264	0.0521128613732859
GDS_5917	NA	364	AQP7	-0.0390249	0.705503531841586
GDS_5917	NA	366	AQP9	-0.0885826	0.2066988166309
GDS_5917	NA	367	AR	-0.0604011	0.486137253516234
GDS_5917	NA	368	ABCC6	0.170048	0.348371955078131
GDS_5917	NA	369	ARAF	0.0566721	0.37052364632774
GDS_5917	NA	372	ARCN1	0.488335	0.0010446032389016
GDS_5917	NA	373	TRIM23	0.179977	0.0119834879376352
GDS_5917	NA	374	AREG	-0.108117	0.0230474271899857
GDS_5917	NA	375	ARF1	0.42096	0.0109915194568284
GDS_5917	NA	377	ARF3	0.238822	0.201692702195523
GDS_5917	NA	378	ARF4	0.68995	0.000524460143900755
GDS_5917	NA	379	ARL4D	-0.146278	0.0543245423336828
GDS_5917	NA	381	ARF5	-0.103047	0.0908105133867557
GDS_5917	NA	382	ARF6	0.248808	0.0932589989975229
GDS_5917	NA	383	ARG1	-0.0977473	0.0884952903312016
GDS_5917	NA	384	ARG2	0.368112	0.442536092715972
GDS_5917	NA	387	RHOA	0.533465	0.0174776390804141
GDS_5917	NA	388	RHOB	0.542363	0.0061849409973093
GDS_5917	NA	390	RND3	0.26565	0.143471930080862
GDS_5917	NA	391	RHOG	0.00449553	0.941138029970177
GDS_5917	NA	392	ARHGAP1	-0.146284	0.0540929436610387
GDS_5917	NA	393	ARHGAP4	-0.11896	0.182726982226724
GDS_5917	NA	394	ARHGAP5	0.149857	0.160630579578055
GDS_5917	NA	395	ARHGAP6	-0.103316	0.150418997682668
GDS_5917	NA	396	ARHGDIA	-0.146492	0.169234963255572
GDS_5917	NA	397	ARHGDIB	0.404001	0.0230280394010651
GDS_5917	NA	398	ARHGDIG	-0.197097	0.0327924964521857
GDS_5917	NA	399	RHOH	-0.0443406	0.618776746836969
GDS_5917	NA	400	ARL1	0.344765	0.00230128024248243
GDS_5917	NA	401	PHOX2A	-0.185635	0.0356532347087639
GDS_5917	NA	402	ARL2	-0.0703933	0.325343479322992
GDS_5917	NA	403	ARL3	0.000353049	0.0178545579358886
GDS_5917	NA	405	ARNT	-0.0440032	0.448667109043015
GDS_5917	NA	406	ARNTL	-0.0680977	0.244225897240392
GDS_5917	NA	407	ARR3	-0.204321	0.0005677453565036
GDS_5917	NA	408	ARRB1	-0.094525	0.0680521931779863
GDS_5917	NA	409	ARRB2	-0.0475098	0.482925995574772
GDS_5917	NA	410	ARSA	-0.0818844	0.348539377159891
GDS_5917	NA	411	ARSB	0.190507	0.0446878706229703
GDS_5917	NA	412	STS	0.00147623	0.647701006362246
GDS_5917	NA	414	ARSD	-0.0341401	0.0649289556027578
GDS_5917	NA	415	ARSE	0.41599	0.0186767159794045
GDS_5917	NA	416	ARSF	-0.100415	0.384400042196133
GDS_5917	NA	417	ART1	-0.212821	0.0310217415440636
GDS_5917	NA	419	ART3	-0.0953453	0.293417570667634
GDS_5917	NA	420	ART4	0.00496984	0.918640978031114
GDS_5917	NA	421	ARVCF	-0.213016	0.0045596757482487
GDS_5917	NA	427	ASAH1	0.201829	0.00602541665891356
GDS_5917	NA	429	ASCL1	-0.131883	0.0613066519624976
GDS_5917	NA	430	ASCL2	-0.0705591	0.0753077704432602
GDS_5917	NA	432	ASGR1	-0.213181	0.0000725520642240895
GDS_5917	NA	433	ASGR2	-0.0543232	0.542477002739934
GDS_5917	NA	434	ASIP	-0.264637	0.000539894003285442
GDS_5917	NA	435	ASL	0.314387	0.0440267875169824
GDS_5917	NA	438	ASMT	-0.0977635	0.14563373520696
GDS_5917	NA	439	ASNA1	0.0919	0.419689872106921
GDS_5917	NA	440	ASNS	0.10627	0.196835735811487
GDS_5917	NA	443	ASPA	0.467539	0.00821167696876227
GDS_5917	NA	444	ASPH	0.0516618	0.149275754456635
GDS_5917	NA	445	ASS1	0.264395	0.296306594397549
GDS_5917	NA	460	ASTN1	-0.0487273	0.295069940216821
GDS_5917	NA	462	SERPINC1	-0.122174	0.180335712003578
GDS_5917	NA	463	ZFHX3	-0.0699806	0.207371838786533
GDS_5917	NA	466	ATF1	0.0906044	0.352808983001958
GDS_5917	NA	467	ATF3	-0.0563168	0.412888447862067
GDS_5917	NA	468	ATF4	0.0364761	0.683296294781349
GDS_5917	NA	471	ATIC	0.143986	0.0929139390022472
GDS_5917	NA	472	ATM	0.0493428	0.449447626529291
GDS_5917	NA	473	RERE	0.0724156	0.143856974507934
GDS_5917	NA	474	ATOH1	-0.139481	0.0367205592795361
GDS_5917	NA	475	ATOX1	0.0564065	0.588797815939882
GDS_5917	NA	476	ATP1A1	0.13591	0.455695888502206
GDS_5917	NA	477	ATP1A2	-0.21819	0.317538872939735
GDS_5917	NA	478	ATP1A3	-0.0960679	0.166143348265102
GDS_5917	NA	479	ATP12A	-0.164484	0.101064766168212
GDS_5917	NA	481	ATP1B1	0.13538	0.0390191318950156
GDS_5917	NA	482	ATP1B2	-0.138404	0.0128656464298816
GDS_5917	NA	483	ATP1B3	0.384828	0.000190504046496588
GDS_5917	NA	486	FXYD2	0.119282	0.684560863878429
GDS_5917	NA	487	ATP2A1	-0.327614	0.458144274303533
GDS_5917	NA	488	ATP2A2	0.206977	0.505088173713402
GDS_5917	NA	489	ATP2A3	-0.104173	0.262805251259951
GDS_5917	NA	490	ATP2B1	0.120241	0.229539480894299
GDS_5917	NA	491	ATP2B2	-0.167676	0.0149923266798965
GDS_5917	NA	492	ATP2B3	-0.193302	0.0335584151191679
GDS_5917	NA	493	ATP2B4	0.11767	0.170792091012079
GDS_5917	NA	495	ATP4A	-0.177309	0.048907545554281
GDS_5917	NA	496	ATP4B	-0.113751	0.0203196619742032
GDS_5917	NA	498	ATP5A1	0.213447	0.0408446262752179
GDS_5917	NA	501	ALDH7A1	0.315897	0.207612452031437
GDS_5917	NA	506	ATP5B	0.133074	0.209333468525126
GDS_5917	NA	509	ATP5C1	0.165974	0.127497369896876
GDS_5917	NA	513	ATP5D	-0.200595	0.109432958182973
GDS_5917	NA	514	ATP5E	-0.0175065	0.815513696704674
GDS_5917	NA	515	ATP5F1	0.376184	0.00224176084180497
GDS_5917	NA	516	ATP5G1	-0.004092	0.933406717634963
GDS_5917	NA	517	ATP5G2	-0.126135	0.465468730813194
GDS_5917	NA	518	ATP5G3	0.18535	0.129834354524002
GDS_5917	NA	520	ATP5G2P1	-0.157834	0.00905051660469538
GDS_5917	NA	521	ATP5I	-0.203472	0.00759127393442421
GDS_5917	NA	522	ATP5J	0.10853	0.239580811927797
GDS_5917	NA	523	ATP6V1A	0.630972	0.00558045347470206
GDS_5917	NA	525	ATP6V1B1	-0.0204606	0.86479175826596
GDS_5917	NA	526	ATP6V1B2	0.455472	0.021789318730759
GDS_5917	NA	527	ATP6V0C	0.0862158	0.494692560220277
GDS_5917	NA	528	ATP6V1C1	0.321318	0.0631274639735004
GDS_5917	NA	529	ATP6V1E1	0.0211452	0.778705448552742
GDS_5917	NA	533	ATP6V0B	0.142739	0.209887623547011
GDS_5917	NA	534	ATP6V1G2	-0.123575	0.112343287539326
GDS_5917	NA	535	ATP6V0A1	-0.0104375	0.647009585057097
GDS_5917	NA	537	ATP6AP1	0.152274	0.145269945586084
GDS_5917	NA	538	ATP7A	0.0190821	0.577266569150581
GDS_5917	NA	539	ATP5O	0.0800685	0.0266387355509049
GDS_5917	NA	540	ATP7B	-0.0253489	0.698854925342564
GDS_5917	NA	545	ATR	0.157979	0.0663617516919859
GDS_5917	NA	546	ATRX	0.325993	0.236751368120942
GDS_5917	NA	547	KIF1A	-0.145819	0.0237609642491523
GDS_5917	NA	549	AUH	0.559878	0.000563687605642772
GDS_5917	NA	551	AVP	-0.1956	0.0124869425440896
GDS_5917	NA	552	AVPR1A	-0.127672	0.0488172938416207
GDS_5917	NA	553	AVPR1B	-0.310011	0.00514808116819734
GDS_5917	NA	554	AVPR2	-0.2361	0.00529430707528488
GDS_5917	NA	558	AXL	-0.116758	0.346663096443265
GDS_5917	NA	563	AZGP1	0.355972	0.157519572206166
GDS_5917	NA	566	AZU1	-0.124514	0.0658401207207833
GDS_5917	NA	567	B2M	0.349832	0.0951551793543464
GDS_5917	NA	570	BAAT	-0.156518	0.0116049384775131
GDS_5917	NA	571	BACH1	0.055939	0.496485606563444
GDS_5917	NA	572	BAD	0.0228348	0.760790731567552
GDS_5917	NA	573	BAG1	0.166404	0.181746607647991
GDS_5917	NA	574	BAGE	-0.182606	0.000976959152291189
GDS_5917	NA	575	ADGRB1	-0.296829	0.000162563281243167
GDS_5917	NA	576	ADGRB2	-0.184815	0.00982405086719982
GDS_5917	NA	577	ADGRB3	-0.155077	0.00450850315371326
GDS_5917	NA	578	BAK1	-0.171951	0.00157596735267952
GDS_5917	NA	579	NKX3-2	-0.191365	0.0167057124678665
GDS_5917	NA	580	BARD1	-0.249261	0.00118019828875832
GDS_5917	NA	581	BAX	-0.0920916	0.211468498965398
GDS_5917	NA	582	BBS1	0.390629	0.00292490664390403
GDS_5917	NA	585	BBS4	-0.0519304	0.415499925878952
GDS_5917	NA	586	BCAT1	-0.124641	0.0600261695075158
GDS_5917	NA	587	BCAT2	-0.151559	0.413878540232466
GDS_5917	NA	590	BCHE	0.134656	0.255386403169357
GDS_5917	NA	593	BCKDHA	-0.11568	0.0344208343039084
GDS_5917	NA	594	BCKDHB	0.349873	0.0103417152746415
GDS_5917	NA	595	CCND1	0.284827	0.0473156276140989
GDS_5917	NA	596	BCL2	-0.101596	0.0291397657698828
GDS_5917	NA	597	BCL2A1	-0.0671992	0.364672372393822
GDS_5917	NA	598	BCL2L1	0.0191102	0.753806727824464
GDS_5917	NA	599	BCL2L2	0.225339	0.0213205252340847
GDS_5917	NA	602	BCL3	-0.214652	0.105364001729984
GDS_5917	NA	604	BCL6	0.0669983	0.612502185843462
GDS_5917	NA	605	BCL7A	-0.0377078	0.487687225871282
GDS_5917	NA	607	BCL9	-0.0337722	0.459491640428651
GDS_5917	NA	608	TNFRSF17	0.209749	0.0754246105494364
GDS_5917	NA	610	HCN2	-0.243653	0.00246142399315147
GDS_5917	NA	611	OPN1SW	-0.0718971	0.315364005503449
GDS_5917	NA	613	BCR	0.00824766	0.937912645847108
GDS_5917	NA	617	BCS1L	-0.154092	0.00883124754752572
GDS_5917	NA	622	BDH1	0.0383765	0.629636627631071
GDS_5917	NA	623	BDKRB1	-0.0698794	0.193920320164106
GDS_5917	NA	624	BDKRB2	-0.0218383	0.757793214147883
GDS_5917	NA	627	BDNF	-0.144563	0.013805306241666
GDS_5917	NA	629	CFB	-0.00804447	0.0589171829739915
GDS_5917	NA	631	BFSP1	-0.169077	0.148289660648692
GDS_5917	NA	632	BGLAP	-0.244402	0.000214346354555621
GDS_5917	NA	633	BGN	-0.167989	0.356762108486374
GDS_5917	NA	634	CEACAM1	0.0239615	0.384270636488007
GDS_5917	NA	635	BHMT	0.186422	0.563012696535693
GDS_5917	NA	636	BICD1	-0.0659607	0.375050414380618
GDS_5917	NA	637	BID	-0.00183609	0.974883719261539
GDS_5917	NA	638	BIK	-0.124355	0.0346257813577918
GDS_5917	NA	640	BLK	-0.112476	0.0557765791282184
GDS_5917	NA	641	BLM	-0.301469	0.0209217858060673
GDS_5917	NA	642	BLMH	0.119336	0.170056911427594
